claim_id,policy_id,accident_date,reporting_date,claim_amount,claim_status,payout_amount
1305,4654,27/02/2025,30/03/2025,187040.92,Approved,187040.92
1306,2017,22/03/2024,07/06/2024,126638.37,Approved,68945.32
1307,790,07/02/2025,05/05/2025,92198.05,Approved,92198.05
1308,1849,05/05/2026,25/06/2026,8346.57,Approved,8346.57
1309,4129,07/09/2025,22/11/2025,179343.91,Rejected,0
1310,5753,14/10/2026,13/01/2027,177100.22,Approved,177100.22
1311,63,20/06/2023,25/07/2023,5560.24,Approved,3429.88
1312,1395,12/12/2025,28/12/2025,128859.82,Rejected,0
1313,880,10/02/2024,25/06/2024,162449.73,Pending,0
1314,2387,22/02/2023,03/03/2023,67874.86,Approved,67874.86
1315,3033,16/09/2025,16/10/2025,130943.06,Approved,130943.06
1316,3065,13/09/2025,28/01/2026,116079.47,Approved,60137.3
1317,2500,14/09/2024,17/01/2025,94508.32,Rejected,0
1318,3480,05/03/2026,16/03/2026,129932.89,Approved,129932.89
1319,4514,25/04/2024,07/05/2024,164237.47,Pending,0
1320,2722,02/04/2025,27/07/2025,167152.76,Rejected,0
1321,884,22/10/2023,18/11/2023,119197.99,Approved,119197.99
1322,5673,22/05/2023,12/07/2023,162398.45,Approved,135182.9
1323,2849,16/11/2025,16/12/2025,115405.42,Pending,0
1324,2399,14/04/2024,05/07/2024,158723.78,Rejected,0
1325,556,05/04/2024,19/05/2024,24588.73,Approved,24588.73
1326,1941,01/09/2025,14/10/2025,110904.84,Rejected,0
1327,1273,28/07/2025,28/09/2025,8619.43,Pending,0
1328,3938,17/08/2024,21/11/2024,3618.25,Rejected,0
1329,947,02/07/2025,22/07/2025,36292.86,Approved,36292.86
1330,4753,13/08/2024,24/10/2024,161578.65,Approved,161578.65
1331,3036,04/01/2025,05/02/2025,128145.23,Approved,128145.23
1332,3455,15/09/2024,15/11/2024,122302.33,Pending,0
1333,2009,28/07/2025,12/09/2025,122603.94,Rejected,0
1334,1902,14/01/2024,31/03/2024,1411.72,Approved,1411.72
1335,277,11/11/2024,26/03/2025,123974.73,Pending,0
1336,5674,17/09/2025,24/01/2026,154181.09,Approved,154181.09
1337,5243,25/03/2024,07/04/2024,159424.29,Approved,159424.29
1338,98,02/07/2024,06/11/2024,134193.46,Approved,134193.46
1339,3852,21/12/2025,24/03/2026,87216.99,Approved,87216.99
1340,4136,22/02/2024,04/03/2024,10965.09,Approved,10965.09
1341,5171,09/10/2024,16/10/2024,23654.98,Approved,20189.23
1342,102,15/09/2024,10/02/2025,40150.9,Approved,40150.9
1343,2933,02/09/2024,30/10/2024,65563.38,Rejected,0
1344,3126,21/07/2024,19/09/2024,174042.32,Rejected,0
1345,4888,26/01/2025,23/03/2025,117225.91,Approved,117225.91
1346,1856,22/01/2024,28/02/2024,122081.99,Approved,122081.99
1347,3775,17/01/2026,20/02/2026,39233.91,Approved,39233.91
1348,982,19/03/2025,09/05/2025,6902.87,Approved,6902.87
1349,17,23/03/2024,26/04/2024,93374.09,Approved,93374.09
1350,2045,28/07/2023,22/09/2023,120925.38,Pending,0
1351,3728,20/01/2025,04/03/2025,110774.75,Approved,110774.75
1352,362,04/06/2025,15/10/2025,199135.04,Approved,199135.04
1353,4826,17/04/2025,27/06/2025,85908.02,Approved,53386.46
1354,4521,29/05/2025,24/10/2025,185532.2,Approved,175836.25
1355,754,16/08/2023,30/11/2023,8491.71,Pending,0
1356,5411,02/06/2026,09/10/2026,106458.78,Approved,106458.78
1357,979,07/02/2025,04/03/2025,48482.04,Approved,48482.04
1358,4017,09/06/2023,21/09/2023,26976.04,Pending,0
1359,3554,20/04/2026,20/06/2026,18600.54,Rejected,0
1360,379,23/02/2025,12/05/2025,92126.93,Approved,92126.93
1361,2322,18/01/2025,24/01/2025,93020.25,Pending,0
1362,4087,15/08/2024,26/11/2024,174374.58,Approved,174374.58
1363,4347,04/01/2025,04/01/2025,14604.37,Pending,0
1364,277,31/08/2025,24/11/2025,59669.7,Approved,59669.7
1365,1396,16/07/2024,01/12/2024,41825.71,Approved,41825.71
1366,3575,18/12/2025,13/03/2026,11434.93,Rejected,0
1367,693,12/04/2025,14/07/2025,22637.83,Pending,0
1368,3711,10/10/2023,06/02/2024,73431.44,Rejected,0
1369,3371,10/02/2025,03/07/2025,112371.26,Rejected,0
1370,3272,05/11/2023,10/12/2023,48107.22,Pending,0
1371,5258,28/11/2025,30/03/2026,150579.29,Rejected,0
1372,1367,25/06/2026,17/08/2026,152296.74,Rejected,0
1373,1712,09/11/2025,07/02/2026,100961.41,Pending,0
1374,3228,10/11/2024,19/01/2025,74876.35,Approved,74876.35
1375,1525,11/07/2025,22/11/2025,94297.69,Rejected,0
1376,2608,01/12/2024,16/04/2025,90669.69,Pending,0
1377,2487,01/03/2025,17/03/2025,176853.81,Approved,176853.81
1378,2874,24/09/2024,08/11/2024,191347.07,Approved,191347.07
1379,4644,07/03/2026,04/04/2026,99517.58,Rejected,0
1380,5339,26/10/2025,08/03/2026,5026.71,Pending,0
1381,3608,11/09/2023,27/01/2024,95044.03,Pending,0
1382,1517,01/12/2023,23/03/2024,4785.72,Rejected,0
1383,1153,14/07/2024,30/07/2024,160496.83,Approved,121113.16
1384,982,21/04/2025,04/08/2025,131324.22,Approved,131324.22
1385,4758,15/07/2024,27/11/2024,89328.63,Rejected,0
1386,3370,21/02/2025,16/07/2025,157974.98,Approved,157974.98
1387,4188,29/08/2025,26/10/2025,194159.45,Approved,194159.45
1388,3683,14/05/2025,20/06/2025,91457.34,Approved,91457.34
1389,1436,01/01/2024,17/05/2024,194654.61,Approved,163412.75
1390,4695,10/11/2023,19/12/2023,23825.01,Approved,18619.66
1391,4055,09/01/2025,16/03/2025,41428.49,Approved,41428.49
1392,176,04/06/2025,24/08/2025,30014.87,Pending,0
1393,3236,20/11/2024,07/04/2025,106961.77,Pending,0
1394,5868,04/09/2024,10/09/2024,100133.67,Approved,100133.67
1395,1948,29/08/2023,18/11/2023,194044.96,Approved,194044.96
1396,3542,04/11/2024,27/01/2025,59463.6,Rejected,0
1397,3317,11/10/2025,06/03/2026,160015.45,Rejected,0
1398,3954,12/07/2024,06/10/2024,146462.28,Rejected,0
1399,5051,26/10/2025,30/11/2025,23816.78,Rejected,0
1400,5014,24/09/2025,04/01/2026,44462.78,Rejected,0
1401,3433,07/03/2024,30/03/2024,121826.17,Approved,121826.17
1402,5815,05/07/2026,30/08/2026,153535.48,Rejected,0
1403,3599,20/05/2024,25/05/2024,169965.55,Approved,169965.55
1404,2692,07/08/2025,16/12/2025,98347.84,Approved,98347.84
1405,3744,07/03/2024,21/03/2024,72532.44,Pending,0
1406,4600,29/11/2023,17/03/2024,74879.81,Approved,74879.81
1407,3643,08/03/2026,25/05/2026,174923.2,Pending,0
1408,2569,06/01/2024,01/03/2024,89121.96,Rejected,0
1409,3867,09/06/2024,30/09/2024,161231.72,Approved,114100.11
1410,2955,05/04/2025,10/05/2025,119788.17,Rejected,0
1411,3310,24/02/2023,18/04/2023,197682.29,Approved,197682.29
1412,3964,13/05/2024,29/05/2024,118340.44,Pending,0
1413,1775,03/09/2023,25/09/2023,127941.8,Approved,127941.8
1414,4145,14/07/2023,03/12/2023,113799.31,Approved,68010.59
1415,4874,01/11/2024,14/01/2025,8925.47,Approved,8112.78
1416,3430,05/05/2024,08/09/2024,92958.64,Approved,92958.64
1417,4171,30/06/2024,08/08/2024,191227.31,Approved,139891.42
1418,5409,17/02/2024,30/04/2024,98631.36,Approved,98631.36
1419,3969,17/09/2023,24/09/2023,55804.8,Approved,29726.95
1420,1316,21/12/2023,17/05/2024,87495.67,Approved,87495.67
1421,2747,17/11/2023,17/03/2024,163747.02,Pending,0
1422,505,11/04/2025,20/08/2025,4000.24,Rejected,0
1423,324,28/05/2025,08/07/2025,29654.36,Approved,29654.36
1424,3665,27/11/2025,31/12/2025,11051.22,Approved,11051.22
1425,4062,10/12/2023,10/03/2024,58686.99,Approved,58686.99
1426,5664,03/06/2023,12/10/2023,125791.98,Approved,125791.98
1427,2837,08/02/2025,22/03/2025,174552.41,Approved,145861.91
1428,4073,02/08/2023,10/10/2023,137825.16,Rejected,0
1429,4586,22/04/2024,05/09/2024,164751.31,Approved,164751.31
1430,2014,04/06/2024,15/08/2024,97237.36,Approved,97237.36
1431,3466,18/12/2023,13/01/2024,100924.89,Approved,89783.01
1432,3252,03/01/2026,17/05/2026,142653.15,Rejected,0
1433,3293,08/05/2024,06/06/2024,183248.22,Approved,183248.22
1434,3361,19/12/2025,23/12/2025,62658.91,Approved,62658.91
1435,3111,19/05/2025,29/09/2025,68738,Rejected,0
1436,4933,08/02/2026,26/04/2026,163007.53,Approved,163007.53
1437,3568,21/08/2025,26/09/2025,61831.95,Rejected,0
1438,5345,19/09/2024,22/10/2024,85248.61,Pending,0
1439,3415,19/07/2023,07/08/2023,97108.85,Approved,97108.85
1440,2341,30/05/2024,26/06/2024,132127.87,Approved,132127.87
1441,2757,26/10/2023,25/11/2023,9134.66,Pending,0
1442,830,01/11/2024,03/11/2024,156582.98,Rejected,0
1443,3296,29/07/2026,19/09/2026,40404.87,Approved,40404.87
1444,2685,22/07/2025,14/08/2025,149366.5,Approved,149366.5
1445,3827,20/02/2025,20/05/2025,171100.05,Approved,171100.05
1446,5285,31/07/2024,30/09/2024,14133.24,Approved,12352.3
1447,5527,29/11/2023,23/01/2024,192870.63,Rejected,0
1448,3080,20/01/2026,06/06/2026,145207.2,Approved,138096.96
1449,3827,27/04/2025,26/08/2025,118081.42,Approved,118081.42
1450,888,23/07/2025,07/09/2025,196269.57,Rejected,0
1451,3190,22/08/2024,15/10/2024,81811.81,Approved,81811.81
1452,1702,27/01/2024,27/02/2024,104185.65,Approved,104185.65
1453,3143,09/01/2025,23/03/2025,8601.41,Approved,8601.41
1454,3658,06/02/2023,15/05/2023,120277.71,Approved,120277.71
1455,3550,12/10/2023,08/12/2023,58472.57,Approved,34645.27
1456,3393,29/12/2025,29/04/2026,73804.56,Pending,0
1457,5143,21/02/2024,25/06/2024,79575.77,Rejected,0
1458,2913,13/09/2023,04/10/2023,79264.89,Approved,79264.89
1459,3223,16/11/2024,29/12/2024,195053.9,Approved,195053.9
1460,2589,13/12/2024,26/03/2025,167702.77,Approved,167702.77
1461,4807,10/04/2026,05/09/2026,151382.44,Approved,145657.2
1462,1949,02/03/2025,01/07/2025,190052.69,Rejected,0
1463,2483,24/03/2024,01/08/2024,153715.91,Approved,153715.91
1464,4968,06/08/2025,09/12/2025,125860.02,Approved,125860.02
1465,4297,28/03/2024,10/04/2024,99877.91,Rejected,0
1466,3790,01/11/2025,16/12/2025,136001.27,Approved,136001.27
1467,2537,31/01/2026,24/02/2026,132385.58,Rejected,0
1468,4959,14/12/2023,18/04/2024,40785.39,Rejected,0
1469,4493,28/05/2024,02/10/2024,52702.22,Approved,52702.22
1470,1752,24/05/2026,10/10/2026,152911,Approved,142400.14
1471,3409,26/05/2024,01/09/2024,170648.42,Approved,170648.42
1472,1905,01/03/2024,09/03/2024,132052.5,Approved,132052.5
1473,2582,02/09/2026,14/10/2026,27330.4,Approved,27330.4
1474,4501,24/08/2024,21/09/2024,98365.47,Approved,98365.47
1475,5188,26/12/2025,21/05/2026,112669.95,Approved,112669.95
1476,3694,08/08/2025,16/11/2025,118413.5,Approved,118413.5
1477,1910,02/03/2025,31/05/2025,57245.29,Rejected,0
1478,3491,24/05/2025,31/05/2025,26075.51,Approved,26075.51
1479,41,26/02/2024,03/03/2024,125218.02,Rejected,0
1480,4656,04/12/2025,28/12/2025,198393.13,Approved,198393.13
1481,3519,16/11/2023,17/01/2024,129792.52,Approved,129792.52
1482,2831,11/11/2024,27/11/2024,23337.02,Pending,0
1483,5223,02/06/2024,07/06/2024,7956.84,Approved,7956.84
1484,3365,28/03/2024,20/08/2024,84523.94,Approved,84523.94
1485,4850,25/08/2024,22/01/2025,63644.61,Approved,63644.61
1486,2171,01/01/2025,27/05/2025,97927.54,Approved,97927.54
1487,5353,22/05/2024,16/08/2024,162385.71,Approved,162385.71
1488,5523,23/04/2023,08/07/2023,87480.23,Approved,87480.23
1489,1552,03/07/2025,17/11/2025,53398.44,Approved,53398.44
1490,1592,03/07/2026,13/10/2026,125102.17,Rejected,0
1491,3778,22/05/2023,17/10/2023,67699.19,Approved,67699.19
1492,3035,25/02/2025,26/06/2025,69789.64,Approved,69789.64
1493,75,16/11/2024,25/03/2025,86865.64,Rejected,0
1494,4309,04/09/2023,23/11/2023,80759.04,Approved,80759.04
1495,5912,12/06/2026,30/10/2026,4211.36,Approved,4211.36
1496,2208,08/01/2024,03/06/2024,132330.84,Approved,126994
1497,1802,22/08/2023,05/01/2024,170628.54,Rejected,0
1498,2450,14/04/2025,05/09/2025,12446.39,Rejected,0
1499,857,15/02/2026,19/05/2026,48454.6,Approved,48454.6
1500,2817,07/03/2026,26/06/2026,172107.1,Approved,139514.23
1501,4626,03/10/2025,10/12/2025,129385.51,Rejected,0
1502,301,10/04/2023,09/06/2023,23154.94,Approved,23154.94
1503,2921,29/03/2026,16/06/2026,112185.09,Approved,112185.09
1504,239,30/12/2025,08/01/2026,54906.04,Approved,54906.04
1505,4915,15/05/2025,02/10/2025,170577.94,Approved,125897.19
1506,4814,19/02/2024,04/03/2024,17243.94,Pending,0
1507,5809,02/12/2025,16/02/2026,180164.69,Pending,0
1508,3573,14/11/2023,15/02/2024,177201.01,Rejected,0
1509,4504,04/09/2023,09/10/2023,114409.19,Approved,114409.19
1510,1267,03/01/2026,16/05/2026,116293.74,Rejected,0
1511,2452,11/12/2024,13/02/2025,18504.63,Approved,18504.63
1512,4623,20/10/2024,12/01/2025,147578.65,Rejected,0
1513,3575,04/06/2025,20/09/2025,21809.4,Approved,21809.4
1514,1553,04/09/2025,25/12/2025,172648.54,Approved,172648.54
1515,4243,08/06/2025,11/09/2025,23035.79,Rejected,0
1516,1533,30/12/2024,17/04/2025,49646.16,Approved,49646.16
1517,2776,26/05/2025,26/08/2025,73863.99,Approved,73863.99
1518,3043,03/11/2024,11/11/2024,132613.58,Rejected,0
1519,3231,01/11/2023,01/01/2024,77245.7,Approved,77245.7
1520,575,28/01/2026,30/04/2026,137207.04,Pending,0
1521,1281,17/08/2026,16/10/2026,77999.97,Pending,0
1522,2152,14/05/2025,18/07/2025,187296.32,Approved,187296.32
1523,4633,17/01/2024,10/03/2024,32465.33,Pending,0
1524,3364,17/09/2025,07/12/2025,153464.81,Pending,0
1525,5491,03/04/2026,11/04/2026,16478.86,Approved,16478.86
1526,823,08/01/2025,08/05/2025,185336.2,Rejected,0
1527,1830,03/04/2026,20/07/2026,164138.14,Pending,0
1528,4339,01/10/2024,06/12/2024,70695.34,Approved,70695.34
1529,1681,06/07/2026,27/09/2026,5956.5,Approved,5956.5
1530,3777,25/12/2024,10/02/2025,158308.35,Rejected,0
1531,2715,30/03/2025,30/03/2025,125845.11,Approved,125845.11
1532,1925,04/08/2025,01/09/2025,103515,Approved,93888.57
1533,5917,12/02/2024,27/05/2024,64220.13,Rejected,0
1534,685,05/07/2024,08/08/2024,137649.64,Approved,122751.69
1535,4781,21/05/2023,11/06/2023,36786.91,Approved,35423.26
1536,4808,15/04/2024,11/06/2024,5082.53,Approved,5082.53
1537,3889,25/02/2025,24/04/2025,194838.45,Pending,0
1538,1632,12/07/2023,17/09/2023,34166.81,Rejected,0
1539,5071,04/12/2025,23/03/2026,30275.61,Rejected,0
1540,681,14/03/2025,26/04/2025,23911.43,Pending,0
1541,3093,20/12/2023,09/04/2024,185692.83,Rejected,0
1542,4017,12/05/2024,15/09/2024,142855.96,Approved,142855.96
1543,1104,16/08/2025,28/10/2025,76723.67,Rejected,0
1544,5682,05/05/2025,26/06/2025,199043.89,Rejected,0
1545,822,28/11/2024,15/01/2025,82000.56,Approved,82000.56
1546,2137,12/03/2026,18/05/2026,90469.85,Approved,90469.85
1547,1452,18/06/2024,13/10/2024,94041.88,Approved,91921.76
1548,5516,22/03/2024,15/05/2024,141836.41,Rejected,0
1549,2938,20/09/2025,24/11/2025,111621.49,Approved,111621.49
1550,4102,11/05/2023,08/09/2023,199349.52,Pending,0
1551,2806,17/08/2025,28/08/2025,101156.13,Approved,101156.13
1552,5058,08/08/2025,10/11/2025,178499.08,Approved,178499.08
1553,2716,06/01/2024,12/03/2024,98821.55,Approved,98821.55
1554,2579,24/11/2025,27/12/2025,142195.99,Approved,142195.99
1555,3260,04/07/2024,02/08/2024,195714.06,Approved,195714.06
1556,3267,27/12/2025,29/03/2026,56943.64,Pending,0
1557,4809,19/01/2025,27/03/2025,87437.19,Approved,87437.19
1558,1936,20/10/2024,27/11/2024,184609.13,Approved,184609.13
1559,3268,22/10/2024,04/11/2024,11386.15,Approved,11386.15
1560,4344,06/09/2024,11/11/2024,93693,Approved,93693
1561,305,23/10/2024,02/11/2024,197769.31,Approved,197769.31
1562,1761,16/07/2025,19/11/2025,144092.91,Approved,144092.91
1563,4716,28/03/2024,20/04/2024,57181.23,Approved,49602.94
1564,427,07/02/2025,01/07/2025,117342.64,Pending,0
1565,3866,03/07/2025,04/07/2025,114372.17,Approved,114372.17
1566,5907,07/07/2024,08/09/2024,135543.25,Rejected,0
1567,883,25/02/2024,02/03/2024,196276.23,Approved,196276.23
1568,3906,02/10/2025,29/10/2025,31178.21,Rejected,0
1569,745,11/01/2025,08/05/2025,132078.09,Rejected,0
1570,2582,26/04/2026,03/07/2026,1658.17,Approved,1362.23
1571,4049,24/08/2025,15/11/2025,199964.31,Pending,0
1572,1522,17/01/2026,19/02/2026,10212.11,Approved,10212.11
1573,5085,30/05/2024,13/06/2024,109657.67,Rejected,0
1574,3431,17/01/2025,24/04/2025,51405.2,Approved,51405.2
1575,1228,18/04/2025,10/05/2025,42040.44,Approved,42040.44
1576,4211,25/01/2026,07/04/2026,190909.27,Rejected,0
1577,5632,02/03/2025,01/04/2025,160319.53,Approved,160319.53
1578,3694,16/12/2025,18/01/2026,19674.24,Approved,19674.24
1579,3155,01/05/2024,03/09/2024,77923.86,Approved,77923.86
1580,2919,14/09/2026,31/12/2026,84796,Approved,84796
1581,4410,04/05/2024,23/08/2024,19043.02,Rejected,0
1582,3887,27/10/2024,22/01/2025,135449.79,Pending,0
1583,3797,21/01/2024,29/02/2024,105692.1,Pending,0
1584,5085,12/11/2024,26/03/2025,93909.72,Approved,93909.72
1585,5742,11/12/2025,25/02/2026,25994.05,Approved,23715.77
1586,248,01/02/2026,21/05/2026,10021.79,Approved,10021.79
1587,1357,06/09/2025,15/01/2026,85270.25,Approved,85270.25
1588,3685,05/06/2026,28/10/2026,71413.8,Rejected,0
1589,1805,16/06/2024,06/07/2024,3745.6,Rejected,0
1590,2397,29/09/2025,25/01/2026,36850.52,Approved,36850.52
1591,5613,14/06/2025,28/09/2025,59880.68,Pending,0
1592,3535,02/12/2024,28/03/2025,90264.61,Rejected,0
1593,5139,07/07/2023,02/10/2023,174333.29,Pending,0
1594,1952,19/04/2025,12/06/2025,149532.35,Approved,149532.35
1595,5089,04/02/2025,03/03/2025,4074.09,Approved,4074.09
1596,100,19/04/2024,01/06/2024,92302.52,Rejected,0
1597,5620,12/03/2025,14/07/2025,162719.93,Approved,162719.93
1598,742,08/07/2024,17/10/2024,17983.21,Rejected,0
1599,4737,21/10/2023,24/10/2023,163285.66,Approved,163285.66
1600,4174,06/11/2024,12/11/2024,129900.33,Approved,129900.33
1601,3311,08/12/2023,23/04/2024,60533.11,Approved,60533.11
1602,4316,11/08/2025,27/11/2025,33638.05,Approved,33638.05
1603,237,17/04/2025,08/08/2025,94562.1,Pending,0
1604,5301,03/05/2025,29/09/2025,59318.87,Approved,41045.65
1605,3522,10/11/2024,12/11/2024,169602.09,Approved,169602.09
1606,5137,17/09/2023,21/01/2024,119369.99,Rejected,0
1607,2725,28/07/2026,10/10/2026,80236.23,Approved,80236.23
1608,3047,02/09/2026,04/01/2027,12610.58,Approved,12610.58
1609,2802,06/07/2024,24/09/2024,53935.85,Approved,53935.85
1610,565,12/06/2025,11/07/2025,187823.41,Approved,187823.41
1611,3813,12/11/2026,03/03/2027,57958.15,Approved,57958.15
1612,3111,30/03/2025,20/07/2025,44330.62,Approved,29532.39
1613,2429,21/02/2025,20/06/2025,59032.11,Approved,59032.11
1614,3332,16/07/2025,16/10/2025,160051.13,Rejected,0
1615,3762,27/10/2024,19/12/2024,149976.23,Approved,149976.23
1616,4744,15/08/2025,28/09/2025,121346.93,Approved,121346.93
1617,4190,04/02/2026,10/06/2026,42281.87,Approved,42281.87
1618,1195,29/04/2024,29/07/2024,71730.25,Pending,0
1619,2401,07/01/2026,20/02/2026,178944.27,Rejected,0
1620,5366,15/03/2024,31/03/2024,23236.87,Approved,23236.87
1621,1762,27/07/2025,22/09/2025,198735.73,Approved,198735.73
1622,932,12/08/2023,01/01/2024,30660.09,Approved,30660.09
1623,3487,29/11/2025,25/12/2025,185363.1,Rejected,0
1624,497,04/01/2024,30/04/2024,151274.99,Pending,0
1625,1955,10/09/2024,06/10/2024,8872.9,Rejected,0
1626,4331,10/11/2025,22/12/2025,174238.46,Rejected,0
1627,4009,02/05/2025,11/06/2025,141778.59,Rejected,0
1628,4036,12/05/2026,16/09/2026,20309.2,Rejected,0
1629,3094,30/01/2025,03/05/2025,27985.61,Approved,20014.28
1630,5237,03/04/2025,04/04/2025,161924.47,Approved,161924.47
1631,5451,14/10/2024,26/11/2024,74801.05,Approved,74801.05
1632,757,23/11/2023,24/01/2024,150824.68,Approved,150824.68
1633,2068,31/05/2025,05/07/2025,82975.18,Rejected,0
1634,2258,07/09/2025,02/01/2026,103472.98,Pending,0
1635,973,16/10/2026,16/01/2027,88794.45,Pending,0
1636,3698,15/04/2023,25/08/2023,17413.25,Pending,0
1637,4710,03/03/2025,13/06/2025,33282.77,Pending,0
1638,5628,29/11/2023,08/03/2024,132205.15,Rejected,0
1639,3173,07/05/2026,14/06/2026,12033.06,Pending,0
1640,1433,28/10/2024,10/03/2025,84151.41,Pending,0
1641,1029,21/04/2026,09/09/2026,144449.43,Pending,0
1642,266,05/10/2023,01/01/2024,56316.26,Approved,56316.26
1643,5888,14/06/2024,25/09/2024,41424.15,Approved,41424.15
1644,3599,22/12/2024,14/04/2025,177591.14,Rejected,0
1645,1086,13/01/2024,25/04/2024,176254.45,Rejected,0
1646,3057,17/01/2025,26/01/2025,78303.71,Approved,78303.71
1647,4544,23/03/2024,03/08/2024,57143.61,Pending,0
1648,872,17/12/2024,26/04/2025,104506.51,Approved,104506.51
1649,982,21/01/2025,26/01/2025,159421.44,Approved,159421.44
1650,3545,06/06/2025,22/08/2025,197397.46,Rejected,0
1651,4130,06/03/2023,21/03/2023,52321.41,Rejected,0
1652,4866,09/02/2024,09/05/2024,151433.71,Approved,109014.26
1653,260,15/06/2025,16/06/2025,196598.64,Approved,193572.99
1654,4696,14/08/2025,28/12/2025,47150.66,Rejected,0
1655,4110,01/01/2024,13/03/2024,163108.31,Rejected,0
1656,2538,27/04/2025,01/06/2025,104173.5,Rejected,0
1657,3840,27/06/2023,23/07/2023,116682.62,Approved,78996.59
1658,5461,10/02/2025,19/03/2025,165773.31,Rejected,0
1659,2879,09/10/2024,01/11/2024,177757.6,Approved,177757.6
1660,3764,30/09/2024,19/10/2024,105487.99,Approved,105487.99
1661,5970,06/09/2023,16/12/2023,117068.6,Pending,0
1662,2834,02/04/2026,19/07/2026,137959.06,Pending,0
1663,1062,17/04/2025,01/08/2025,29297.06,Rejected,0
1664,4036,30/10/2025,03/03/2026,26312.35,Rejected,0
1665,1616,04/09/2025,13/01/2026,24052.6,Pending,0
1666,2070,05/07/2025,29/10/2025,149426.01,Approved,101755.03
1667,4550,08/02/2023,23/05/2023,74232.4,Approved,74232.4
1668,1918,31/10/2024,09/12/2024,61332.46,Approved,61332.46
1669,4201,27/01/2024,30/05/2024,29002.44,Approved,29002.44
1670,1523,29/05/2024,10/06/2024,61380.21,Pending,0
1671,3606,05/10/2024,29/11/2024,148062.24,Approved,148062.24
1672,20,26/03/2026,23/06/2026,9414.15,Approved,9414.15
1673,4622,23/02/2024,16/07/2024,67895.74,Approved,67895.74
1674,4743,19/12/2025,21/01/2026,101200.39,Rejected,0
1675,1646,17/05/2025,09/09/2025,30222.03,Rejected,0
1676,2768,13/12/2024,04/01/2025,133068.21,Rejected,0
1677,3145,18/02/2024,27/05/2024,79381.73,Approved,79381.73
1678,2628,08/08/2026,29/11/2026,129360.35,Rejected,0
1679,1728,17/12/2023,23/12/2023,159333.68,Approved,159333.68
1680,1303,30/06/2026,31/07/2026,17487.83,Rejected,0
1681,1519,03/04/2024,19/08/2024,11048.44,Approved,11048.44
1682,5872,11/08/2024,10/12/2024,4223.48,Approved,4223.48
1683,2174,05/10/2024,20/11/2024,55355.02,Pending,0
1684,2155,29/01/2025,01/04/2025,167864.03,Rejected,0
1685,2529,03/10/2025,24/01/2026,106942,Approved,106942
1686,1140,12/03/2026,23/03/2026,186802.83,Approved,186802.83
1687,1517,31/07/2023,14/11/2023,105816.4,Approved,105816.4
1688,5193,09/12/2024,07/01/2025,108584.97,Pending,0
1689,4544,13/06/2024,19/07/2024,153776.79,Approved,153776.79
1690,4521,15/05/2025,27/06/2025,192244.11,Approved,192244.11
1691,362,05/12/2024,19/02/2025,64348.27,Approved,64348.27
1692,582,21/03/2026,26/05/2026,165634.41,Approved,165634.41
1693,1321,07/12/2023,06/02/2024,117412.8,Rejected,0
1694,2779,27/01/2025,06/06/2025,77317.21,Rejected,0
1695,1198,05/09/2024,12/11/2024,93232.29,Approved,93232.29
1696,3711,09/12/2023,16/12/2023,47131.22,Approved,29781.67
1697,1021,25/07/2025,19/08/2025,111164.14,Approved,111164.14
1698,5644,16/01/2024,09/06/2024,17239.72,Approved,17239.72
1699,763,07/07/2024,12/08/2024,197069.09,Approved,197069.09
1700,5149,29/11/2024,17/03/2025,111252.87,Pending,0
1701,2158,19/07/2023,19/07/2023,192242.33,Rejected,0
1702,3144,20/06/2026,02/09/2026,33892.64,Rejected,0
1703,4722,23/01/2023,26/05/2023,50552.35,Approved,50552.35
1704,5541,25/02/2026,20/04/2026,102310.52,Approved,102310.52
1705,5651,18/08/2024,09/01/2025,18398.16,Approved,18398.16
1706,3019,26/04/2024,15/09/2024,175716.72,Pending,0
1707,3827,15/08/2024,22/12/2024,64001.64,Pending,0
1708,2003,22/04/2026,18/07/2026,195938.25,Rejected,0
1709,4972,23/11/2024,18/03/2025,132624.27,Approved,132624.27
1710,424,20/11/2023,16/03/2024,66027.22,Pending,0
1711,1510,01/06/2026,05/07/2026,908.48,Rejected,0
1712,2591,27/10/2023,28/10/2023,134704.93,Pending,0
1713,1240,09/02/2025,01/07/2025,140808.29,Pending,0
1714,1528,23/11/2024,09/04/2025,175405.7,Approved,175405.7
1715,5861,03/11/2025,10/11/2025,163303.29,Pending,0
1716,3015,06/08/2023,06/09/2023,162649.86,Approved,109854.24
1717,2060,23/04/2023,25/04/2023,74410.89,Approved,74410.89
1718,3834,01/08/2025,26/09/2025,151804.99,Rejected,0
1719,4578,12/01/2026,13/04/2026,163348.02,Approved,163348.02
1720,5975,23/08/2023,21/10/2023,193475.65,Pending,0
1721,5251,01/08/2025,11/10/2025,140957.52,Approved,140957.52
1722,4059,07/02/2024,28/03/2024,127868,Pending,0
1723,242,26/11/2025,05/02/2026,99055.26,Approved,99055.26
1724,4861,23/01/2025,16/06/2025,120793.02,Rejected,0
1725,4182,02/01/2025,18/01/2025,149321.7,Approved,149321.7
1726,4067,15/06/2026,12/08/2026,145915.32,Pending,0
1727,3428,14/08/2024,02/10/2024,5111.94,Rejected,0
1728,1534,08/09/2025,22/01/2026,136295.73,Rejected,0
1729,2583,24/07/2025,24/07/2025,128372.77,Pending,0
