policy_id,customer_id,product_id,policy_number,start_date,end_date,premium_amount,coverage_amount
9068,75,4,HOM-2023-0009068,2023-03-01,2024-02-29,1294.47,37780.66
9069,5544,2,HLT-2023-0009069,2023-04-15,2024-04-14,1657.56,56660.50
9070,5746,8,TRV-2024-0009070,2024-04-06,2025-04-05,303.58,15047.27
9071,3117,1,HLT-2025-0009071,2025-06-27,2026-06-26,735.86,19105.54
9072,4181,5,MTR-2024-0009072,2024-03-12,2025-03-11,520.00,17763.58
9073,3510,8,TRV-2023-0009073,2023-03-14,2024-03-13,644.37,8562.66
9074,351,1,HLT-2024-0009074,2024-08-29,2025-08-28,2448.10,51193.37
9075,662,5,MTR-2024-0009075,2024-06-22,2025-06-21,460.22,16772.13
9076,817,1,HLT-2025-0009076,2025-10-14,2026-10-13,1254.68,60843.90
9077,73,8,TRV-2025-0009077,2025-09-22,2026-09-21,739.78,7498.63
9078,1977,5,MTR-2023-0009078,2023-04-25,2024-04-24,1077.90,32583.07
9079,226,6,MTR-2024-0009079,2024-08-13,2025-08-12,200.22,1939.93
9080,1775,8,TRV-2023-0009080,2023-07-12,2024-07-11,225.18,1190.95
9081,3042,2,HLT-2023-0009081,2023-12-07,2024-12-06,467.61,18430.22
9082,4786,2,HLT-2023-0009082,2023-05-28,2024-05-27,605.70,19987.92
9083,5265,5,MTR-2025-0009083,2025-05-10,2026-05-09,393.96,8383.99
9084,2977,7,TRV-2025-0009084,2025-01-21,2026-01-20,820.82,26469.69
9085,1162,7,TRV-2023-0009085,2023-06-11,2024-06-10,1329.98,27245.00
9086,3191,2,HLT-2025-0009086,2025-02-23,2026-02-22,672.86,21532.73
9087,3716,7,TRV-2025-0009087,2025-10-02,2026-10-01,720.57,19767.57
9088,1935,8,TRV-2025-0009088,2025-05-25,2026-05-24,616.76,15466.26
9089,5607,2,HLT-2025-0009089,2025-02-28,2026-02-27,948.39,34108.31
9090,5536,7,TRV-2024-0009090,2024-01-01,2024-12-31,200.00,7750.75
9091,3487,4,HOM-2025-0009091,2025-01-15,2026-01-14,553.95,17343.87
9092,3284,2,HLT-2023-0009092,2023-04-25,2024-04-24,419.48,4635.77
9093,3291,7,TRV-2023-0009093,2023-12-10,2024-12-09,719.15,33487.22
9094,3610,4,HOM-2025-0009094,2025-06-24,2026-06-23,217.08,10267.45
9095,3050,6,MTR-2023-0009095,2023-06-13,2024-06-12,359.95,9808.22
9096,3759,2,HLT-2024-0009096,2024-04-05,2025-04-04,556.99,7687.51
9097,4299,8,TRV-2024-0009097,2024-04-30,2025-04-29,364.11,14067.31
9098,382,3,HOM-2025-0009098,2025-05-31,2026-05-30,548.76,20756.70
9099,1781,5,MTR-2024-0009099,2024-08-02,2025-08-01,349.12,12227.84
9100,564,5,MTR-2023-0009100,2023-12-07,2024-12-06,552.99,10158.63
9101,3203,7,TRV-2024-0009101,2024-09-22,2025-09-21,772.80,9981.40
9102,3476,4,HOM-2023-0009102,2023-11-09,2024-11-08,606.16,22875.54
9103,7,5,MTR-2023-0009103,2023-07-18,2024-07-17,715.04,34189.11
9104,905,2,HLT-2023-0009104,2023-05-20,2024-05-19,494.29,20389.03
9105,3409,2,HLT-2023-0009105,2023-09-04,2024-09-03,200.00,7157.78
9106,1427,2,HLT-2023-0009106,2023-11-03,2024-11-02,284.40,6216.04
9107,2421,4,HOM-2024-0009107,2024-02-05,2025-02-04,1031.06,10384.07
9108,3251,7,TRV-2024-0009108,2024-10-18,2025-10-17,283.26,4057.53
9109,3406,5,MTR-2024-0009109,2024-08-31,2025-08-30,583.01,15487.02
9110,2050,7,TRV-2024-0009110,2024-01-05,2025-01-04,1086.23,20740.17
9111,4413,7,TRV-2025-0009111,2025-06-08,2026-06-07,1210.17,38352.69
9112,3958,1,HLT-2023-0009112,2023-03-02,2024-03-01,322.94,4760.23
9113,4516,4,HOM-2025-0009113,2025-01-05,2026-01-04,623.01,3198.87
9114,2280,4,HOM-2025-0009114,2025-03-13,2026-03-12,2012.03,54101.40
9115,4943,4,HOM-2024-0009115,2024-07-10,2025-07-09,1385.39,31961.51
9116,1859,2,HLT-2025-0009116,2025-11-26,2026-11-25,563.06,22211.51
9117,4724,3,HOM-2023-0009117,2023-05-30,2024-05-29,473.29,18272.26
9118,1188,2,HLT-2024-0009118,2024-04-10,2025-04-09,611.00,21238.01
9119,1374,8,TRV-2025-0009119,2025-04-01,2026-03-31,955.32,44973.50
9120,3141,6,MTR-2024-0009120,2024-09-24,2025-09-23,2414.59,77083.26
9121,2296,2,HLT-2024-0009121,2024-12-12,2025-12-11,666.22,4640.65
9122,2164,1,HLT-2025-0009122,2025-10-31,2026-10-30,829.10,18215.67
9123,5617,3,HOM-2023-0009123,2023-12-23,2024-12-22,1054.71,32754.47
9124,672,8,TRV-2024-0009124,2024-02-10,2025-02-09,312.76,3961.18
9125,4208,3,HOM-2023-0009125,2023-07-19,2024-07-18,825.21,14552.13
9126,1017,4,HOM-2024-0009126,2024-06-21,2025-06-20,326.44,1932.20
9127,4395,2,HLT-2024-0009127,2024-12-13,2025-12-12,811.31,20352.32
9128,4780,7,TRV-2024-0009128,2024-06-29,2025-06-28,1554.91,53395.86
9129,3936,6,MTR-2024-0009129,2024-03-28,2025-03-27,947.41,33606.09
9130,4308,5,MTR-2023-0009130,2023-01-07,2024-01-06,618.87,26282.41
9131,3909,5,MTR-2025-0009131,2025-09-03,2026-09-02,866.55,27013.47
9132,3677,1,HLT-2025-0009132,2025-07-04,2026-07-03,1450.06,27852.13
9133,1105,2,HLT-2023-0009133,2023-01-29,2024-01-28,283.74,7679.41
9134,905,5,MTR-2025-0009134,2025-09-29,2026-09-28,684.33,20244.42
9135,3353,6,MTR-2023-0009135,2023-02-28,2024-02-27,1044.99,51677.90
9136,2916,2,HLT-2025-0009136,2025-11-12,2026-11-11,1012.15,30243.18
9137,4379,2,HLT-2025-0009137,2025-10-14,2026-10-13,348.99,17369.42
9138,78,7,TRV-2023-0009138,2023-12-13,2024-12-12,1340.15,11342.53
9139,1730,6,MTR-2024-0009139,2024-01-02,2025-01-01,854.54,19899.85
9140,1992,2,HLT-2025-0009140,2025-04-12,2026-04-11,3816.68,189658.10
9141,1639,2,HLT-2024-0009141,2024-07-25,2025-07-24,1014.31,12747.17
9142,3777,6,MTR-2024-0009142,2024-03-30,2025-03-29,2409.51,102346.68
9143,3676,3,HOM-2025-0009143,2025-08-24,2026-08-23,714.00,27501.92
9144,3395,2,HLT-2025-0009144,2025-11-28,2026-11-27,591.85,14106.66
9145,2500,7,TRV-2024-0009145,2024-06-21,2025-06-20,205.45,3041.96
9146,4593,2,HLT-2025-0009146,2025-11-04,2026-11-03,1498.56,13472.95
9147,1730,1,HLT-2023-0009147,2023-06-13,2024-06-12,1255.85,28430.40
9148,1366,1,HLT-2025-0009148,2025-03-15,2026-03-14,277.95,2813.49
9149,1697,1,HLT-2023-0009149,2023-12-08,2024-12-07,374.62,10295.16
9150,3490,8,TRV-2024-0009150,2024-10-23,2025-10-22,200.00,4132.53
9151,5598,3,HOM-2024-0009151,2024-07-31,2025-07-30,994.49,10115.32
9152,1817,4,HOM-2022-0009152,2022-12-18,2023-12-17,1028.90,24664.41
9153,988,4,HOM-2024-0009153,2024-08-07,2025-08-06,746.08,6311.60
9154,5030,6,MTR-2024-0009154,2024-01-06,2025-01-05,200.00,3409.85
9155,301,1,HLT-2024-0009155,2024-03-17,2025-03-16,522.99,9921.78
9156,4933,1,HLT-2023-0009156,2023-04-25,2024-04-24,1008.43,16054.48
9157,5510,3,HOM-2023-0009157,2023-12-06,2024-12-05,952.18,30528.74
9158,2424,6,MTR-2024-0009158,2024-03-12,2025-03-11,850.35,23992.61
9159,2728,4,HOM-2023-0009159,2023-10-28,2024-10-27,200.00,4075.72
9160,3450,4,HOM-2023-0009160,2023-08-11,2024-08-10,1176.26,41879.22
9161,4801,2,HLT-2024-0009161,2024-10-17,2025-10-16,455.70,5419.04
9162,2282,4,HOM-2025-0009162,2025-08-12,2026-08-11,384.04,12354.20
9163,1263,3,HOM-2024-0009163,2024-04-11,2025-04-10,220.58,10143.35
9164,2802,2,HLT-2025-0009164,2025-09-02,2026-09-01,612.88,15142.76
9165,2231,2,HLT-2024-0009165,2024-08-28,2025-08-27,1381.09,58714.57
9166,5740,3,HOM-2023-0009166,2023-01-27,2024-01-26,720.27,14059.82
9167,547,5,MTR-2024-0009167,2024-02-04,2025-02-03,632.25,26834.72
9168,3449,3,HOM-2023-0009168,2023-04-09,2024-04-08,1123.50,51352.00
9169,871,3,HOM-2025-0009169,2025-01-07,2026-01-06,381.90,14053.95
9170,3325,1,HLT-2024-0009170,2024-12-06,2025-12-05,784.77,8215.08
9171,4441,7,TRV-2024-0009171,2024-09-07,2025-09-06,790.56,12251.46
9172,4901,5,MTR-2024-0009172,2024-05-05,2025-05-04,425.66,8985.83
9173,801,4,HOM-2024-0009173,2024-09-22,2025-09-21,900.96,33830.83
9174,4546,5,MTR-2023-0009174,2023-05-10,2024-05-09,549.23,10614.01
9175,769,6,MTR-2023-0009175,2023-08-12,2024-08-11,270.06,6085.14
9176,432,4,HOM-2025-0009176,2025-11-25,2026-11-24,1615.01,8705.65
9177,3853,7,TRV-2024-0009177,2024-01-15,2025-01-14,773.78,22021.19
9178,2767,1,HLT-2025-0009178,2025-01-30,2026-01-29,1013.47,34739.27
9179,3512,5,MTR-2023-0009179,2023-03-19,2024-03-18,254.12,5414.36
9180,4746,8,TRV-2024-0009180,2024-06-04,2025-06-03,1850.56,20545.86
9181,2274,1,HLT-2024-0009181,2024-09-19,2025-09-18,1142.04,34613.12
9182,5008,3,HOM-2025-0009182,2025-06-28,2026-06-27,923.04,33799.71
9183,3776,8,TRV-2025-0009183,2025-04-04,2026-04-03,1295.32,43551.64
9184,1541,6,MTR-2024-0009184,2024-04-26,2025-04-25,368.89,12648.60
9185,762,7,TRV-2024-0009185,2024-11-09,2025-11-08,410.54,9450.92
9186,528,2,HLT-2025-0009186,2025-11-19,2026-11-18,416.08,18507.45
9187,1767,8,TRV-2023-0009187,2023-01-17,2024-01-16,801.12,10931.22
9188,3513,8,TRV-2023-0009188,2023-02-24,2024-02-23,207.12,1303.87
9189,5673,3,HOM-2025-0009189,2025-08-28,2026-08-27,275.75,2880.51
9190,5382,4,HOM-2025-0009190,2025-08-28,2026-08-27,730.27,26872.15
9191,92,3,HOM-2023-0009191,2023-09-17,2024-09-16,556.14,10429.49
9192,5329,3,HOM-2025-0009192,2025-08-10,2026-08-09,346.93,11825.20
9193,2215,2,HLT-2024-0009193,2024-10-24,2025-10-23,683.11,24575.25
9194,4303,4,HOM-2025-0009194,2025-08-27,2026-08-26,556.23,23074.72
9195,503,7,TRV-2023-0009195,2023-07-05,2024-07-04,580.81,20512.42
9196,2012,3,HOM-2022-0009196,2022-12-10,2023-12-09,445.55,16934.64
9197,3555,6,MTR-2024-0009197,2024-08-19,2025-08-18,643.97,12160.96
9198,119,2,HLT-2023-0009198,2023-10-12,2024-10-11,496.17,22387.29
9199,819,5,MTR-2025-0009199,2025-08-08,2026-08-07,591.36,10679.08
9200,1378,5,MTR-2024-0009200,2024-03-24,2025-03-23,244.57,9595.72
9201,4529,5,MTR-2024-0009201,2024-04-06,2025-04-05,928.02,11125.62
9202,5474,1,HLT-2025-0009202,2025-05-18,2026-05-17,549.23,6634.91
9203,2290,4,HOM-2023-0009203,2023-04-12,2024-04-11,621.43,25716.60
9204,3014,1,HLT-2023-0009204,2023-05-27,2024-05-26,395.11,14380.74
9205,2521,8,TRV-2023-0009205,2023-08-08,2024-08-07,1040.95,24473.64
9206,5748,2,HLT-2023-0009206,2023-12-28,2024-12-27,837.58,8636.03
9207,4217,7,TRV-2025-0009207,2025-02-15,2026-02-14,463.64,16033.44
9208,2756,7,TRV-2025-0009208,2025-09-09,2026-09-08,207.69,10288.17
9209,67,5,MTR-2023-0009209,2023-06-26,2024-06-25,666.12,6419.57
9210,4055,6,MTR-2025-0009210,2025-06-15,2026-06-14,612.76,8369.23
9211,4417,2,HLT-2025-0009211,2025-11-05,2026-11-04,256.80,11652.68
9212,3830,1,HLT-2024-0009212,2024-09-03,2025-09-02,230.50,4470.86
9213,5213,3,HOM-2024-0009213,2024-04-15,2025-04-14,560.80,10376.87
9214,2661,2,HLT-2024-0009214,2024-11-06,2025-11-05,539.33,19306.38
9215,5109,1,HLT-2024-0009215,2024-12-18,2025-12-17,668.22,18633.78
9216,1467,7,TRV-2023-0009216,2023-07-01,2024-06-30,465.13,20327.81
9217,5468,2,HLT-2024-0009217,2024-01-14,2025-01-13,1337.12,8319.91
9218,1635,6,MTR-2023-0009218,2023-09-01,2024-08-31,311.23,6924.83
9219,5051,5,MTR-2025-0009219,2025-11-07,2026-11-06,873.79,11495.35
9220,4735,3,HOM-2025-0009220,2025-06-14,2026-06-13,447.58,2947.52
9221,1430,4,HOM-2024-0009221,2024-04-27,2025-04-26,599.77,15961.57
9222,5826,7,TRV-2024-0009222,2024-02-16,2025-02-15,1991.37,48739.18
9223,5440,7,TRV-2023-0009223,2023-10-10,2024-10-09,495.87,15866.69
9224,1376,6,MTR-2023-0009224,2023-04-16,2024-04-15,230.07,3570.17
9225,4402,7,TRV-2024-0009225,2024-09-09,2025-09-08,1717.81,15799.00
9226,2048,2,HLT-2024-0009226,2024-06-29,2025-06-28,517.06,22008.35
9227,5121,4,HOM-2023-0009227,2023-09-14,2024-09-13,397.32,12872.11
9228,134,4,HOM-2024-0009228,2024-08-08,2025-08-07,584.04,23510.46
9229,2504,3,HOM-2024-0009229,2024-07-14,2025-07-13,601.12,10591.69
9230,5169,3,HOM-2025-0009230,2025-05-10,2026-05-09,607.77,11081.18
9231,3102,7,TRV-2023-0009231,2023-11-19,2024-11-18,764.33,26981.34
9232,4198,4,HOM-2023-0009232,2023-01-07,2024-01-06,234.37,4021.12
9233,1567,4,HOM-2023-0009233,2023-01-10,2024-01-09,702.08,28973.37
9234,5526,4,HOM-2025-0009234,2025-04-21,2026-04-20,299.89,14350.41
9235,2108,4,HOM-2025-0009235,2025-09-06,2026-09-05,517.69,13599.09
9236,840,7,TRV-2025-0009236,2025-07-13,2026-07-12,404.20,9954.68
9237,5016,5,MTR-2025-0009237,2025-08-05,2026-08-04,360.10,13656.60
9238,4160,7,TRV-2023-0009238,2023-11-26,2024-11-25,422.13,16852.31
9239,2966,5,MTR-2023-0009239,2023-04-23,2024-04-22,693.74,8954.63
9240,2040,3,HOM-2024-0009240,2024-11-23,2025-11-22,760.56,16935.66
9241,5081,3,HOM-2023-0009241,2023-10-09,2024-10-08,1245.70,37310.99
9242,2815,1,HLT-2024-0009242,2024-01-16,2025-01-15,375.99,9489.80
9243,1672,6,MTR-2025-0009243,2025-11-29,2026-11-28,240.63,10095.31
9244,178,6,MTR-2023-0009244,2023-08-25,2024-08-24,245.50,3029.23
9245,4583,6,MTR-2023-0009245,2023-02-21,2024-02-20,668.63,21660.29
9246,3929,1,HLT-2024-0009246,2024-08-19,2025-08-18,610.22,9881.44
9247,3498,7,TRV-2025-0009247,2025-07-23,2026-07-22,1900.84,33743.84
9248,1716,6,MTR-2024-0009248,2024-10-02,2025-10-01,635.37,20358.71
9249,3853,7,TRV-2025-0009249,2025-06-25,2026-06-24,597.28,11805.94
9250,2118,8,TRV-2024-0009250,2024-01-14,2025-01-13,426.84,4527.51
9251,4502,4,HOM-2023-0009251,2023-07-25,2024-07-24,462.27,2405.59
9252,4849,6,MTR-2023-0009252,2023-04-23,2024-04-22,394.10,6829.20
9253,4510,8,TRV-2024-0009253,2024-06-29,2025-06-28,397.04,5777.72
9254,2251,5,MTR-2023-0009254,2023-08-27,2024-08-26,745.74,28547.48
9255,5002,7,TRV-2025-0009255,2025-05-05,2026-05-04,612.59,21448.79
9256,4230,7,TRV-2023-0009256,2023-06-06,2024-06-05,785.51,19116.55
9257,4826,5,MTR-2022-0009257,2022-12-27,2023-12-26,562.82,14388.12
9258,3348,2,HLT-2025-0009258,2025-03-01,2026-02-28,505.89,12946.19
9259,5264,1,HLT-2024-0009259,2024-10-11,2025-10-10,278.06,12303.66
9260,3550,1,HLT-2024-0009260,2024-11-09,2025-11-08,1765.62,15581.88
9261,2136,8,TRV-2025-0009261,2025-10-17,2026-10-16,575.48,26396.30
9262,662,1,HLT-2025-0009262,2025-01-11,2026-01-10,630.04,30463.59
9263,1760,5,MTR-2023-0009263,2023-06-08,2024-06-07,826.22,33730.68
9264,5865,8,TRV-2023-0009264,2023-11-19,2024-11-18,200.00,1923.66
9265,3213,8,TRV-2023-0009265,2023-10-17,2024-10-16,262.90,11125.17
9266,3432,7,TRV-2023-0009266,2023-09-28,2024-09-27,683.30,25798.20
9267,1,6,MTR-2024-0009267,2024-01-23,2025-01-22,647.46,5468.32
9268,5964,7,TRV-2024-0009268,2024-02-26,2025-02-25,847.70,40236.70
9269,5622,2,HLT-2025-0009269,2025-01-11,2026-01-10,200.00,4459.24
9270,5425,5,MTR-2024-0009270,2024-07-21,2025-07-20,341.91,5721.58
9271,5925,3,HOM-2023-0009271,2023-06-26,2024-06-25,1470.62,20880.54
9272,5688,4,HOM-2024-0009272,2024-10-06,2025-10-05,336.12,16347.05
9273,3015,7,TRV-2023-0009273,2023-10-22,2024-10-21,710.51,21952.46
9274,2685,1,HLT-2025-0009274,2025-06-25,2026-06-24,791.16,35390.53
9275,2280,6,MTR-2023-0009275,2023-11-05,2024-11-04,735.46,28812.45
9276,137,6,MTR-2024-0009276,2024-02-18,2025-02-17,892.62,35855.91
9277,3347,4,HOM-2025-0009277,2025-10-22,2026-10-21,780.72,20924.28
9278,2547,1,HLT-2023-0009278,2023-09-26,2024-09-25,244.71,2718.03
9279,5833,5,MTR-2024-0009279,2024-09-15,2025-09-14,713.68,32512.30
9280,4596,7,TRV-2023-0009280,2023-09-12,2024-09-11,2011.10,16580.60
9281,5760,3,HOM-2024-0009281,2024-08-31,2025-08-30,443.39,20164.44
9282,3652,2,HLT-2023-0009282,2023-07-20,2024-07-19,298.03,5522.44
9283,273,3,HOM-2023-0009283,2023-01-19,2024-01-18,578.08,11486.29
9284,5591,4,HOM-2024-0009284,2024-02-29,2025-02-27,564.67,16517.32
9285,5782,8,TRV-2024-0009285,2024-01-16,2025-01-15,338.43,8207.76
9286,1413,7,TRV-2023-0009286,2023-12-06,2024-12-05,624.45,27697.17
9287,2465,2,HLT-2025-0009287,2025-07-22,2026-07-21,561.92,18719.42
9288,2042,5,MTR-2024-0009288,2024-11-05,2025-11-04,280.85,8645.59
9289,3336,1,HLT-2023-0009289,2023-12-26,2024-12-25,200.00,7040.56
9290,1604,6,MTR-2024-0009290,2024-07-02,2025-07-01,715.80,20075.83
9291,1808,1,HLT-2025-0009291,2025-05-29,2026-05-28,1544.28,57762.36
9292,693,1,HLT-2025-0009292,2025-11-02,2026-11-01,522.77,20722.67
9293,1158,8,TRV-2025-0009293,2025-09-06,2026-09-05,488.81,14526.07
9294,3092,6,MTR-2024-0009294,2024-11-16,2025-11-15,593.03,5208.38
9295,5001,4,HOM-2023-0009295,2023-04-18,2024-04-17,583.76,2959.09
9296,2409,6,MTR-2022-0009296,2022-12-22,2023-12-21,964.91,11226.09
9297,5801,8,TRV-2024-0009297,2024-12-03,2025-12-02,722.39,18554.58
9298,4295,7,TRV-2023-0009298,2023-06-30,2024-06-29,280.33,10976.15
9299,400,4,HOM-2024-0009299,2024-04-21,2025-04-20,231.85,5199.96
9300,3400,3,HOM-2025-0009300,2025-11-16,2026-11-15,977.87,7160.21
9301,1591,7,TRV-2024-0009301,2024-08-14,2025-08-13,200.00,2940.69
9302,2491,5,MTR-2025-0009302,2025-11-06,2026-11-05,652.60,9467.80
9303,4876,5,MTR-2023-0009303,2023-10-31,2024-10-30,620.25,14348.54
9304,4897,7,TRV-2024-0009304,2024-07-23,2025-07-22,223.94,8649.54
9305,5888,4,HOM-2024-0009305,2024-09-23,2025-09-22,784.28,12131.49
9306,4401,2,HLT-2025-0009306,2025-06-20,2026-06-19,865.62,30592.69
9307,1234,4,HOM-2024-0009307,2024-01-08,2025-01-07,371.49,5574.49
9308,3603,7,TRV-2023-0009308,2023-03-29,2024-03-28,291.28,2620.06
9309,5850,1,HLT-2023-0009309,2023-05-03,2024-05-02,1794.18,45181.39
9310,1800,2,HLT-2025-0009310,2025-04-19,2026-04-18,1057.61,47450.62
9311,2470,5,MTR-2023-0009311,2023-03-07,2024-03-06,219.77,9667.11
9312,3777,8,TRV-2023-0009312,2023-02-24,2024-02-23,562.31,25234.44
9313,1418,7,TRV-2024-0009313,2024-05-06,2025-05-05,936.36,42191.12
9314,3180,4,HOM-2023-0009314,2023-12-05,2024-12-04,200.00,9488.81
9315,3642,6,MTR-2024-0009315,2024-12-06,2025-12-05,311.96,11339.10
9316,4174,8,TRV-2024-0009316,2024-06-08,2025-06-07,411.10,17108.86
9317,2170,8,TRV-2025-0009317,2025-07-04,2026-07-03,669.12,32437.92
9318,3067,5,MTR-2025-0009318,2025-10-13,2026-10-12,252.58,9038.88
9319,5326,4,HOM-2025-0009319,2025-06-22,2026-06-21,455.59,21568.86
9320,4116,6,MTR-2023-0009320,2023-02-14,2024-02-13,495.00,5556.46
9321,2902,4,HOM-2022-0009321,2022-12-14,2023-12-13,1320.91,33122.65
9322,3766,5,MTR-2024-0009322,2024-01-04,2025-01-03,1141.05,50797.26
9323,226,4,HOM-2025-0009323,2025-01-27,2026-01-26,550.88,14559.16
9324,3816,7,TRV-2025-0009324,2025-07-25,2026-07-24,1058.36,31846.87
9325,2306,1,HLT-2024-0009325,2024-07-19,2025-07-18,598.27,10129.45
9326,1232,1,HLT-2024-0009326,2024-03-19,2025-03-18,3442.93,165685.47
9327,3933,7,TRV-2024-0009327,2024-08-10,2025-08-09,574.80,14959.78
9328,660,5,MTR-2025-0009328,2025-10-13,2026-10-12,353.09,11247.60
9329,2874,4,HOM-2024-0009329,2024-07-04,2025-07-03,661.85,12186.08
9330,623,6,MTR-2023-0009330,2023-06-29,2024-06-28,337.47,13143.49
9331,1701,4,HOM-2025-0009331,2025-04-23,2026-04-22,481.53,3694.67
9332,4820,1,HLT-2023-0009332,2023-02-07,2024-02-06,966.95,39156.14
9333,5271,1,HLT-2025-0009333,2025-05-25,2026-05-24,537.49,16497.66
9334,2276,1,HLT-2023-0009334,2023-09-10,2024-09-09,1115.65,45556.33
9335,3053,7,TRV-2024-0009335,2024-01-14,2025-01-13,606.08,12768.94
9336,4148,3,HOM-2023-0009336,2023-08-26,2024-08-25,1424.03,22638.61
9337,2380,5,MTR-2025-0009337,2025-01-26,2026-01-25,1628.63,33310.76
9338,4304,6,MTR-2025-0009338,2025-01-09,2026-01-08,707.67,24387.18
9339,3463,6,MTR-2024-0009339,2024-05-15,2025-05-14,455.09,7313.33
9340,1476,4,HOM-2024-0009340,2024-12-02,2025-12-01,303.78,13342.43
9341,1067,7,TRV-2023-0009341,2023-06-28,2024-06-27,1599.09,38926.13
9342,262,1,HLT-2023-0009342,2023-04-24,2024-04-23,1017.52,44543.51
9343,302,5,MTR-2024-0009343,2024-04-11,2025-04-10,205.02,5328.20
9344,4675,2,HLT-2025-0009344,2025-03-08,2026-03-07,1287.82,10503.82
9345,2011,5,MTR-2024-0009345,2024-10-08,2025-10-07,386.98,12120.66
9346,5454,6,MTR-2023-0009346,2023-07-14,2024-07-13,772.17,32509.31
9347,638,2,HLT-2024-0009347,2024-01-14,2025-01-13,282.34,9034.97
9348,4898,7,TRV-2023-0009348,2023-06-05,2024-06-04,271.83,11555.40
9349,659,2,HLT-2024-0009349,2024-04-05,2025-04-04,1018.34,30186.49
9350,5594,6,MTR-2023-0009350,2023-02-12,2024-02-11,872.43,24085.36
9351,3669,5,MTR-2023-0009351,2023-06-22,2024-06-21,720.44,16628.25
9352,627,5,MTR-2025-0009352,2025-01-19,2026-01-18,291.31,11028.26
9353,3854,8,TRV-2024-0009353,2024-02-15,2025-02-14,252.79,6099.13
9354,762,7,TRV-2024-0009354,2024-06-18,2025-06-17,347.67,9734.93
9355,5480,1,HLT-2024-0009355,2024-10-04,2025-10-03,200.00,3525.98
9356,3782,7,TRV-2024-0009356,2024-02-18,2025-02-17,1309.27,30107.04
9357,5333,7,TRV-2024-0009357,2024-01-18,2025-01-17,636.38,18862.43
9358,1207,1,HLT-2025-0009358,2025-07-15,2026-07-14,586.75,22482.40
9359,5833,3,HOM-2024-0009359,2024-01-19,2025-01-18,1820.61,39322.82
9360,2811,6,MTR-2025-0009360,2025-02-16,2026-02-15,403.89,2324.35
9361,5259,2,HLT-2024-0009361,2024-04-05,2025-04-04,422.20,7359.03
9362,1345,4,HOM-2024-0009362,2024-10-12,2025-10-11,859.82,31060.56
9363,30,3,HOM-2023-0009363,2023-08-19,2024-08-18,437.24,13485.06
9364,1523,8,TRV-2024-0009364,2024-04-09,2025-04-08,910.90,21885.82
9365,2342,1,HLT-2025-0009365,2025-01-07,2026-01-06,232.19,4457.95
9366,3942,4,HOM-2023-0009366,2023-07-28,2024-07-27,626.28,20693.15
9367,3460,3,HOM-2025-0009367,2025-04-17,2026-04-16,750.98,34663.85
9368,550,5,MTR-2025-0009368,2025-09-22,2026-09-21,294.28,2197.03
9369,551,4,HOM-2025-0009369,2025-08-21,2026-08-20,445.91,19800.71
9370,4358,7,TRV-2024-0009370,2024-10-19,2025-10-18,1346.70,29525.51
9371,2526,8,TRV-2023-0009371,2023-02-26,2024-02-25,876.20,16506.53
9372,1995,4,HOM-2023-0009372,2023-09-25,2024-09-24,427.34,12747.27
9373,740,5,MTR-2023-0009373,2023-07-24,2024-07-23,505.17,12841.54
9374,4099,6,MTR-2023-0009374,2023-02-28,2024-02-27,1396.49,17518.52
9375,3730,5,MTR-2023-0009375,2023-11-28,2024-11-27,432.06,18973.26
9376,1051,1,HLT-2023-0009376,2023-09-16,2024-09-15,1120.93,15086.59
9377,4962,5,MTR-2023-0009377,2023-01-30,2024-01-29,410.13,7255.68
9378,137,3,HOM-2024-0009378,2024-12-05,2025-12-04,526.48,24341.58
9379,1850,8,TRV-2024-0009379,2024-01-14,2025-01-13,467.13,15897.03
9380,2928,2,HLT-2023-0009380,2023-08-17,2024-08-16,277.07,8084.12
9381,5587,7,TRV-2024-0009381,2024-11-30,2025-11-29,205.73,4857.88
9382,4071,8,TRV-2024-0009382,2024-10-13,2025-10-12,516.18,9606.15
9383,1669,2,HLT-2023-0009383,2023-06-04,2024-06-03,573.79,27898.73
9384,3003,2,HLT-2025-0009384,2025-01-12,2026-01-11,1052.74,29210.08
9385,1539,1,HLT-2023-0009385,2023-02-07,2024-02-06,348.12,3954.97
9386,4212,6,MTR-2024-0009386,2024-10-21,2025-10-20,315.48,4354.19
9387,3428,6,MTR-2024-0009387,2024-06-11,2025-06-10,662.60,19250.54
9388,644,6,MTR-2025-0009388,2025-04-25,2026-04-24,531.81,7685.55
9389,5096,6,MTR-2024-0009389,2024-12-28,2025-12-27,1644.53,55414.57
9390,5684,2,HLT-2024-0009390,2024-11-16,2025-11-15,1110.47,29986.21
9391,4935,6,MTR-2025-0009391,2025-01-09,2026-01-08,1666.27,34104.75
9392,5101,1,HLT-2023-0009392,2023-05-29,2024-05-28,965.01,39949.55
9393,4281,5,MTR-2023-0009393,2023-07-23,2024-07-22,532.69,19584.18
9394,5550,2,HLT-2023-0009394,2023-06-16,2024-06-15,385.63,17835.51
9395,4539,7,TRV-2024-0009395,2024-06-01,2025-05-31,460.54,9147.77
9396,4251,2,HLT-2023-0009396,2023-04-30,2024-04-29,502.58,11034.42
9397,2828,3,HOM-2023-0009397,2023-10-18,2024-10-17,619.47,9094.41
9398,1683,2,HLT-2024-0009398,2024-02-20,2025-02-19,555.69,17471.92
9399,2549,2,HLT-2023-0009399,2023-09-12,2024-09-11,1308.25,38786.90
